type	name	sc	lefr	zcr	entropy
rumore	strada_02_028_002	52.670862	462.000000	0.188652	1975479.088597
rumore	strada_02_029_000	53.020499	449.000000	0.173050	882048.092135
rumore	strada_02_029_001	55.022519	471.000000	0.209929	2306824.866397
rumore	strada_02_029_002	60.781928	454.000000	0.208511	1898093.431413
rumore	strada_02_030_000	58.080181	472.000000	0.188652	2681535.640656
rumore	strada_02_030_001	52.994591	463.000000	0.188652	1743230.587740
rumore	strada_02_030_002	51.421156	462.000000	0.188652	2277641.623663
rumore	strada_02_031_000	47.381274	483.000000	0.160284	2199452.733912
rumore	strada_02_031_001	47.798442	520.000000	0.178723	2025503.837110
rumore	strada_02_031_002	31.601427	567.000000	0.146099	1447651.493311
rumore	strada_02_032_000	36.187199	590.000000	0.185816	989248.825981
rumore	strada_02_032_001	34.817449	574.000000	0.184397	1075254.742859
rumore	strada_02_032_002	31.947453	587.000000	0.158865	1087359.179908
rumore	strada_02_033_000	58.365057	528.000000	0.204255	1443843.250085
rumore	strada_02_033_001	47.379436	493.000000	0.180142	1721710.927144
rumore	strada_02_033_002	54.016563	484.000000	0.178723	2039988.823367
rumore	strada_02_034_000	59.485041	524.000000	0.217021	1913965.296064
rumore	strada_02_034_001	52.717919	512.000000	0.187234	1433140.386196
rumore	strada_02_034_002	66.404664	521.000000	0.238298	1671413.968213
rumore	strada_02_035_000	55.783347	492.000000	0.217021	1819068.608240
rumore	strada_02_035_001	66.042982	494.000000	0.219858	1520465.191016
rumore	strada_02_035_002	56.073163	489.000000	0.185816	1951596.215294
rumore	strada_02_036_000	54.167218	495.000000	0.182979	1749172.092171
rumore	strada_02_036_001	56.420916	479.000000	0.187234	2043868.890391
rumore	strada_02_036_002	48.153871	489.000000	0.164539	2243323.720215
rumore	strada_02_037_000	56.686266	505.000000	0.192908	2156917.988603
rumore	strada_02_037_001	56.468414	503.000000	0.190071	1951955.419112
rumore	strada_02_037_002	54.482916	503.000000	0.215603	1926478.137630
rumore	strada_02_038_000	63.860933	489.000000	0.222695	2670817.334598
rumore	strada_02_038_001	60.314204	487.000000	0.200000	2821508.925286
rumore	strada_02_038_002	72.259025	482.000000	0.245390	2603100.446279
rumore	strada_02_039_000	67.070571	478.000000	0.222695	2811670.207355
rumore	strada_02_039_001	73.606528	465.000000	0.226950	2439602.391201
rumore	strada_02_039_002	61.024174	491.000000	0.215603	2974173.359773
rumore	strada_02_040_000	55.202987	475.000000	0.180142	3026021.313862
rumore	strada_02_040_001	48.465574	479.000000	0.190071	2821554.808922
rumore	strada_02_040_002	56.423571	473.000000	0.185816	2399674.180566
rumore	strada_02_041_000	55.162612	498.000000	0.192908	1825459.023352
rumore	strada_02_041_001	44.988864	540.000000	0.167376	2737543.390451
rumore	strada_02_041_002	63.652916	507.000000	0.241135	2282957.452237
rumore	strada_02_042_000	51.222955	481.000000	0.167376	1799428.484235
rumore	strada_02_042_001	45.120261	483.000000	0.178723	3444633.019143
rumore	strada_02_042_002	51.031433	482.000000	0.207092	2375941.576658
rumore	strada_02_043_000	54.666639	490.000000	0.182979	1831276.215834
rumore	strada_02_043_001	45.818961	479.000000	0.167376	2693900.040528
rumore	strada_02_043_002	72.777377	503.000000	0.252482	1993176.934521
rumore	strada_02_044_000	64.972136	467.000000	0.219858	2078265.572400
rumore	strada_02_044_001	65.475282	503.000000	0.232624	2329529.421416
rumore	strada_02_044_002	66.108941	495.000000	0.222695	2231192.009270
rumore	strada_02_045_000	48.702758	498.000000	0.168794	2305308.091556
rumore	strada_02_045_001	52.629671	517.000000	0.222695	1768244.604685
rumore	strada_02_045_002	40.781275	493.000000	0.153191	1130390.301841
rumore	strada_02_046_000	43.774032	488.000000	0.182979	1975644.398495
rumore	strada_02_046_001	37.643752	535.000000	0.156028	1414394.847638
rumore	strada_02_046_002	47.643146	548.000000	0.201418	1261243.607645
rumore	strada_02_047_000	59.489347	483.000000	0.198582	1729545.641994
rumore	strada_02_047_001	43.626400	473.000000	0.158865	2168360.894599
rumore	strada_02_047_002	53.316318	515.000000	0.207092	1894054.513270
rumore	strada_02_048_000	51.814912	529.000000	0.194326	1473260.529811
rumore	strada_02_048_001	60.926932	496.000000	0.195745	1722006.805382
rumore	strada_02_048_002	69.089956	493.000000	0.215603	2044570.786478
rumore	strada_02_049_000	50.912370	496.000000	0.194326	1964544.375003
rumore	strada_02_049_001	53.534667	503.000000	0.197163	2197852.822637
rumore	strada_02_049_002	49.281705	490.000000	0.170213	1810900.624430
rumore	strada_02_050_000	68.298812	478.000000	0.224113	3907380.956067
rumore	strada_02_050_001	77.130948	493.000000	0.241135	2661274.204798
rumore	strada_02_050_002	85.819609	496.000000	0.278014	3093547.548155
rumore	strada_02_051_000	56.498954	469.000000	0.190071	2249132.669428
rumore	strada_02_051_001	62.540093	482.000000	0.212766	2218387.892453
rumore	strada_02_051_002	60.157448	501.000000	0.190071	1959455.568268
rumore	strada_02_052_000	47.912659	528.000000	0.205674	2192740.508948
rumore	strada_02_052_001	53.997005	506.000000	0.208511	1991607.888990
rumore	strada_02_052_002	60.828703	491.000000	0.198582	1995365.360273
rumore	strada_02_053_000	45.027440	492.000000	0.163121	2527576.791990
rumore	strada_02_053_001	51.199188	495.000000	0.198582	2468769.117421
rumore	strada_02_053_002	55.814727	484.000000	0.192908	2200348.878324
rumore	strada_02_054_000	52.599507	479.000000	0.174468	2278113.465228
rumore	strada_02_054_001	52.514290	497.000000	0.202837	2476630.530979
rumore	strada_02_054_002	48.630460	499.000000	0.173050	1877383.728816
rumore	strada_02_055_000	49.753942	504.000000	0.171631	1505983.624566
rumore	strada_02_055_001	50.534548	489.000000	0.182979	1762361.123018
rumore	strada_02_055_002	61.177292	485.000000	0.194326	2402361.965992
rumore	strada_02_056_000	56.296256	481.000000	0.191489	3225830.291201
rumore	strada_02_056_001	67.135047	460.000000	0.231206	3101881.524546
rumore	strada_02_056_002	48.476356	488.000000	0.185816	2234922.641875
rumore	strada_02_057_000	54.806980	504.000000	0.195745	1521452.717948
rumore	strada_02_057_001	56.174650	502.000000	0.215603	1931102.265563
rumore	strada_02_057_002	56.629919	482.000000	0.194326	2574738.572461
rumore	strada_02_058_000	62.040755	473.000000	0.211348	2986966.135993
rumore	strada_02_058_001	50.939813	481.000000	0.201418	2471302.293808
rumore	strada_02_058_002	41.307524	496.000000	0.158865	1719117.208397
rumore	strada_02_059_000	80.123621	484.000000	0.260993	2800999.063073
rumore	strada_02_059_001	58.922875	506.000000	0.198582	2673057.000558
rumore	strada_02_059_002	45.835720	473.000000	0.160284	1803374.113484
rumore	strada_02_060_000	15.717754	533.000000	0.080851	1004030.077361
rumore	strada_02_060_001	26.782857	481.000000	0.110638	1713429.645688
rumore	strada_02_060_002	31.116422	486.000000	0.133333	2091044.299947
rumore	strada_02_061_000	67.501263	513.000000	0.236879	1779708.293367
rumore	strada_02_061_001	59.113781	533.000000	0.209929	1451811.308463
rumore	strada_02_061_002	43.210753	587.000000	0.191489	1115128.711583
rumore	strada_02_062_000	16.799543	671.000000	0.100709	803521.967155
rumore	strada_02_062_001	17.131389	665.000000	0.110638	725673.098389
rumore	strada_02_062_002	22.604110	649.000000	0.136170	766129.876191
rumore	strada_02_063_000	63.926769	530.000000	0.221277	1250841.155635
rumore	strada_02_063_001	69.942650	517.000000	0.245390	1394523.133115
rumore	strada_02_063_002	68.277643	505.000000	0.246809	1923847.578352
rumore	strada_02_064_000	74.120417	495.000000	0.241135	1918297.536590
rumore	strada_02_064_001	70.118107	490.000000	0.214184	2645706.135867
rumore	strada_02_064_002	91.221707	481.000000	0.296454	2286319.920827
rumore	strada_02_065_000	73.647827	491.000000	0.273759	2591481.384925
rumore	strada_02_065_001	84.928112	484.000000	0.270922	2532869.540938
rumore	strada_02_065_002	67.218435	484.000000	0.221277	1575534.840335
rumore	strada_02_066_000	52.797647	504.000000	0.178723	1739849.483472
rumore	strada_02_066_001	52.609693	538.000000	0.164539	1310621.451327
rumore	strada_02_066_002	39.931064	546.000000	0.163121	1239113.301883
rumore	strada_02_067_000	47.745796	489.000000	0.168794	1865349.538938
rumore	strada_02_067_001	56.578206	508.000000	0.197163	1504745.320158
rumore	strada_02_067_002	44.728322	519.000000	0.173050	1524345.730022
rumore	strada_02_068_000	42.341623	529.000000	0.156028	1659603.834000
rumore	strada_02_068_001	46.723647	516.000000	0.150355	1465837.420080
rumore	strada_02_068_002	56.836560	499.000000	0.200000	1554304.287951
rumore	strada_02_069_000	53.536748	485.000000	0.177305	2236189.865000
rumore	strada_02_069_001	61.928220	489.000000	0.211348	2319882.420550
rumore	strada_02_069_002	47.099158	451.000000	0.146099	2721153.064654
rumore	strada_02_070_000	56.361208	460.000000	0.182979	2999719.262180
rumore	strada_02_070_001	51.686179	472.000000	0.175887	2247285.454501
rumore	strada_02_070_002	42.638942	474.000000	0.168794	3166504.751749
rumore	strada_02_071_000	68.305974	473.000000	0.235461	2257518.434888
rumore	strada_02_071_001	55.441847	481.000000	0.187234	2997226.151837
rumore	strada_02_071_002	76.496405	480.000000	0.245390	2515802.135314
rumore	strada_02_072_000	68.687099	480.000000	0.225532	3020091.338760
rumore	strada_02_072_001	83.069620	481.000000	0.269504	2701403.362394
rumore	strada_02_072_002	62.956043	466.000000	0.204255	2105532.052479
rumore	strada_02_073_000	67.129217	481.000000	0.201418	3130876.737634
rumore	strada_02_073_001	54.310570	486.000000	0.181560	2381594.441553
rumore	strada_02_073_002	58.944448	465.000000	0.187234	2787679.359121
rumore	strada_02_074_000	56.792297	483.000000	0.234043	3377497.969486
rumore	strada_02_074_001	55.400663	492.000000	0.224113	1524939.899954
rumore	strada_02_074_002	46.523105	518.000000	0.190071	1854618.678936
rumore	strada_02_075_000	115.172956	566.000000	0.312057	1250185.163501
rumore	strada_02_075_001	32.372282	580.000000	0.188652	988368.010294
rumore	strada_02_075_002	51.214138	596.000000	0.249645	1099628.212402
rumore	strada_02_076_000	112.767801	480.000000	0.356028	2028832.170216
rumore	strada_02_076_001	87.182555	492.000000	0.317730	2713872.995020
rumore	strada_02_076_002	51.265221	466.000000	0.180142	2830393.437519
rumore	strada_02_077_000	120.316811	477.000000	0.329078	2335934.825737
rumore	strada_02_077_001	59.825587	477.000000	0.191489	2669489.253868
rumore	strada_02_077_002	58.965050	480.000000	0.204255	2499862.102384
rumore	strada_02_078_000	48.554227	496.000000	0.173050	2328168.870150
rumore	strada_02_078_001	65.066054	490.000000	0.225532	1946814.979164
rumore	strada_02_078_002	80.268242	482.000000	0.253901	2159443.529905
rumore	strada_02_079_000	61.162362	509.000000	0.207092	1705516.792142
rumore	strada_02_079_001	57.356241	561.000000	0.239716	1395443.696714
rumore	strada_02_079_002	35.291842	601.000000	0.187234	1077828.128294
rumore	strada_02_080_000	41.378589	581.000000	0.190071	1081658.477662
rumore	strada_02_080_001	49.249462	554.000000	0.209929	1325205.370721
rumore	strada_02_080_002	62.656227	521.000000	0.235461	1376363.796362
rumore	strada_02_081_000	39.039536	571.000000	0.188652	1332311.504753
rumore	strada_02_081_001	51.053417	613.000000	0.221277	1173119.268167
rumore	strada_02_081_002	32.431120	600.000000	0.174468	1199858.160929
rumore	strada_02_082_000	42.478798	570.000000	0.180142	1249898.545617
rumore	strada_02_082_001	51.318488	528.000000	0.182979	1324108.897630
rumore	strada_02_082_002	52.753440	511.000000	0.212766	1549336.238592
rumore	strada_02_083_000	93.034166	462.000000	0.306383	1796538.594473
rumore	strada_02_083_001	69.521930	463.000000	0.221277	2402775.597375
rumore	strada_02_083_002	49.883879	467.000000	0.171631	2641360.753085
rumore	strada_02_084_000	55.589182	478.000000	0.191489	1747939.754900
rumore	strada_02_084_001	56.720663	510.000000	0.231206	1388510.248451
rumore	strada_02_084_002	68.375693	510.000000	0.276596	1611176.154005
rumore	strada_02_085_000	58.198964	469.000000	0.209929	2158700.887855
rumore	strada_02_085_001	55.525994	472.000000	0.209929	2706232.012852
rumore	strada_02_085_002	46.972724	479.000000	0.182979	2714804.196962
rumore	strada_02_086_000	67.550100	460.000000	0.214184	2664547.970485
rumore	strada_02_086_001	51.213983	470.000000	0.161702	2817005.978159
rumore	strada_02_086_002	64.850084	483.000000	0.195745	2690411.222636
rumore	strada_02_087_000	53.388774	502.000000	0.188652	2114059.870752
rumore	strada_02_087_001	50.775338	511.000000	0.181560	1517047.318893
rumore	strada_02_087_002	44.938979	548.000000	0.188652	1466339.189291
rumore	strada_02_088_000	84.302140	486.000000	0.278014	2122030.104292
rumore	strada_02_088_001	70.944927	482.000000	0.253901	2206964.963376
rumore	strada_02_088_002	72.293438	480.000000	0.241135	2105329.612957
rumore	strada_02_089_000	46.070130	508.000000	0.153191	1719155.087065
rumore	strada_02_089_001	56.289226	527.000000	0.229787	1414807.517230
rumore	strada_02_089_002	55.865088	531.000000	0.198582	1453879.321027
rumore	strada_02_090_000	69.679614	454.000000	0.224113	2703663.729096
rumore	strada_02_090_001	54.049871	460.000000	0.173050	2932420.438203
rumore	strada_02_090_002	54.581938	487.000000	0.187234	2664300.377411
rumore	strada_02_091_000	76.863932	498.000000	0.262411	1708244.413752
rumore	strada_02_091_001	80.463072	478.000000	0.248227	2289849.708387
rumore	strada_02_091_002	78.915384	467.000000	0.258156	3120715.921933
rumore	strada_02_092_000	69.749967	464.000000	0.234043	3425507.286486
rumore	strada_02_092_001	61.674253	478.000000	0.201418	2887373.999956
rumore	strada_02_092_002	57.584629	484.000000	0.211348	2142397.102142
rumore	strada_02_093_000	63.892040	540.000000	0.238298	1438451.710390
rumore	strada_02_093_001	54.106373	560.000000	0.229787	1267170.875835
rumore	strada_02_093_002	71.442020	522.000000	0.253901	1475510.444541
rumore	strada_02_094_000	60.341466	511.000000	0.243972	1803360.846499
rumore	strada_02_094_001	72.812201	500.000000	0.259574	1822931.189396
rumore	strada_02_094_002	83.625144	499.000000	0.292199	1809573.041725
rumore	strada_02_095_000	77.995018	486.000000	0.270922	2328784.176496
rumore	strada_02_095_001	77.252749	477.000000	0.260993	2750684.660556
rumore	strada_02_095_002	55.671960	477.000000	0.200000	2028451.480373
rumore	strada_02_096_000	47.450946	469.000000	0.158865	1963911.621943
rumore	strada_02_096_001	40.451092	477.000000	0.150355	1979799.334996
rumore	strada_02_096_002	47.957253	484.000000	0.191489	2211950.311356
rumore	strada_02_097_000	87.504373	482.000000	0.283688	2135579.991663
rumore	strada_02_097_001	72.966249	465.000000	0.217021	3305507.607246
rumore	strada_02_097_002	44.395958	476.000000	0.164539	2502197.094205
rumore	strada_02_098_000	49.735615	458.000000	0.191489	324466.732159
rumore	strada_02_098_001	87.917195	457.000000	0.302128	943922.331503
rumore	strada_02_098_002	76.216344	466.000000	0.248227	628536.831339
rumore	strada_02_099_000	62.564907	494.000000	0.222695	2015994.200076
rumore	strada_02_099_001	56.120960	499.000000	0.198582	1849796.416889
rumore	strada_02_099_002	38.200783	498.000000	0.148936	2465475.407720
silenzio	parco_02_000_000	45.157674	642.000000	0.272340	952327.082263
silenzio	parco_02_000_001	32.674881	678.000000	0.188652	931218.637991
silenzio	parco_02_000_002	11.058426	675.000000	0.116312	861981.896756
silenzio	parco_02_001_000	31.801954	676.000000	0.156028	843516.651946
silenzio	parco_02_001_001	8.956624	705.000000	0.036879	808725.953513
silenzio	parco_02_001_002	36.599992	688.000000	0.127660	855142.397081
silenzio	parco_02_002_000	6.834652	705.000000	0.017021	715035.283554
silenzio	parco_02_002_001	8.651186	690.000000	0.079433	771807.572623
silenzio	parco_02_002_002	16.199128	701.000000	0.058156	757237.921907
silenzio	parco_02_003_000	80.933979	645.000000	0.357447	867991.558957
silenzio	parco_02_003_001	30.918638	690.000000	0.164539	825515.236438
silenzio	parco_02_003_002	60.254649	655.000000	0.297872	946458.484556
silenzio	parco_02_004_000	18.449421	700.000000	0.073759	798816.289140
silenzio	parco_02_004_001	3.447460	705.000000	0.011348	733252.397239
silenzio	parco_02_004_002	6.553225	705.000000	0.005674	741305.297329
silenzio	parco_02_005_000	16.370900	705.000000	0.039716	808347.938705
silenzio	parco_02_005_001	39.071824	688.000000	0.192908	887114.174383
silenzio	parco_02_005_002	21.130121	702.000000	0.085106	763406.512503
silenzio	parco_02_006_000	22.971264	705.000000	0.038298	706006.923549
silenzio	parco_02_006_001	3.252550	705.000000	0.000000	716457.940638
silenzio	parco_02_006_002	30.181467	685.000000	0.198582	803528.912218
silenzio	parco_02_007_000	10.811914	705.000000	0.014184	709859.030977
silenzio	parco_02_007_001	23.495820	696.000000	0.058156	769392.315516
silenzio	parco_02_007_002	45.227274	680.000000	0.171631	830312.372257
silenzio	parco_02_008_000	5.778592	705.000000	0.002837	700185.370402
silenzio	parco_02_008_001	67.979181	649.000000	0.289362	841175.512338
silenzio	parco_02_008_002	59.741466	655.000000	0.243972	825548.641336
silenzio	parco_02_009_000	25.259209	688.000000	0.139007	794717.942059
silenzio	parco_02_009_001	23.222160	703.000000	0.069504	816033.162559
silenzio	parco_02_009_002	54.827628	678.000000	0.198582	855927.679567
silenzio	parco_02_010_000	22.191661	702.000000	0.085106	875553.821599
silenzio	parco_02_010_001	27.356813	704.000000	0.087943	748212.323561
silenzio	parco_02_010_002	3.279660	705.000000	0.000000	747061.377001
silenzio	parco_02_011_000	57.131251	678.000000	0.226950	809904.416818
silenzio	parco_02_011_001	46.578521	689.000000	0.212766	776431.296509
silenzio	parco_02_011_002	24.422183	694.000000	0.119149	762337.004192
silenzio	parco_02_012_000	44.509033	690.000000	0.116312	828529.822298
silenzio	parco_02_012_001	38.494528	688.000000	0.147518	803735.328026
silenzio	parco_02_012_002	3.991892	705.000000	0.002837	723651.237730
silenzio	parco_02_013_000	4.226931	705.000000	0.000000	740445.182904
silenzio	parco_02_013_001	44.547639	680.000000	0.168794	772848.695106
silenzio	parco_02_013_002	28.670107	701.000000	0.087943	791435.623922
silenzio	parco_02_014_000	37.807316	698.000000	0.130496	778173.982289
silenzio	parco_02_014_001	6.365964	705.000000	0.002837	791068.744681
silenzio	parco_02_014_002	7.065139	705.000000	0.002837	743749.436287
silenzio	parco_02_015_000	3.364886	705.000000	0.000000	731226.903607
silenzio	parco_02_015_001	12.735979	705.000000	0.022695	735651.330708
silenzio	parco_02_015_002	8.389984	703.000000	0.031206	749718.856401
silenzio	parco_02_016_000	18.170608	702.000000	0.048227	787909.293899
silenzio	parco_02_016_001	20.630974	704.000000	0.045390	757717.574619
silenzio	parco_02_016_002	64.863753	638.000000	0.313475	870491.170264
silenzio	parco_02_017_000	5.130928	705.000000	0.011348	715489.303290
silenzio	parco_02_017_001	4.604405	705.000000	0.000000	720652.978350
silenzio	parco_02_017_002	9.687079	705.000000	0.019858	739977.315478
silenzio	parco_02_018_000	34.651011	686.000000	0.173050	765951.766756
silenzio	parco_02_018_001	5.670689	705.000000	0.000000	725932.191569
silenzio	parco_02_018_002	14.497853	703.000000	0.031206	724291.074661
silenzio	parco_02_019_000	4.596206	705.000000	0.000000	708893.074406
silenzio	parco_02_019_001	8.836469	705.000000	0.000000	700732.929638
silenzio	parco_02_019_002	42.646699	678.000000	0.217021	760982.021551
silenzio	parco_02_020_000	77.700925	631.000000	0.363121	903222.026900
silenzio	parco_02_020_001	6.358700	705.000000	0.000000	768117.523698
silenzio	parco_02_020_002	21.485733	703.000000	0.048227	727912.348732
silenzio	parco_02_021_000	7.360697	705.000000	0.008511	740608.520031
silenzio	parco_02_021_001	17.562184	705.000000	0.031206	735837.861445
silenzio	parco_02_021_002	31.722457	705.000000	0.068085	716488.352049
silenzio	parco_02_022_000	45.805784	685.000000	0.156028	810963.877853
silenzio	parco_02_022_001	97.315152	631.000000	0.392908	820089.551790
silenzio	parco_02_022_002	22.451606	705.000000	0.059574	748799.635821
silenzio	parco_02_023_000	18.151408	705.000000	0.025532	750360.396645
silenzio	parco_02_023_001	13.796698	700.000000	0.042553	796738.801985
silenzio	parco_02_023_002	30.913014	697.000000	0.110638	761807.700586
silenzio	parco_02_024_000	39.642795	685.000000	0.225532	838052.866243
silenzio	parco_02_024_001	92.129710	650.000000	0.272340	881324.359054
silenzio	parco_02_024_002	12.584556	705.000000	0.028369	724499.390979
silenzio	parco_02_025_000	63.147198	676.000000	0.259574	782104.988127
silenzio	parco_02_025_001	10.547409	705.000000	0.005674	737591.488790
silenzio	parco_02_025_002	33.666125	686.000000	0.178723	782438.225910
silenzio	parco_02_026_000	27.754563	698.000000	0.104965	738685.237746
silenzio	parco_02_026_001	24.809006	698.000000	0.093617	740595.409187
silenzio	parco_02_026_002	41.062769	690.000000	0.153191	762783.695328
silenzio	parco_02_027_000	21.040361	703.000000	0.034043	740448.739117
silenzio	parco_02_027_001	24.368695	705.000000	0.059574	716842.851025
silenzio	parco_02_027_002	14.027631	705.000000	0.028369	720800.817393
silenzio	parco_02_028_000	14.158752	705.000000	0.014184	722043.962786
silenzio	parco_02_028_001	75.051144	663.000000	0.252482	810076.461055
silenzio	parco_02_028_002	31.512789	684.000000	0.140426	807780.922215
silenzio	parco_02_029_000	20.221401	704.000000	0.065248	779705.744114
silenzio	parco_02_029_001	34.278446	682.000000	0.241135	789180.045242
silenzio	parco_02_029_002	14.437520	703.000000	0.063830	774593.522527
silenzio	parco_02_030_000	22.670533	700.000000	0.073759	780340.583971
silenzio	parco_02_030_001	58.137489	683.000000	0.202837	810794.894790
silenzio	parco_02_030_002	95.940748	633.000000	0.434043	912933.760661
silenzio	parco_02_031_000	7.987986	705.000000	0.011348	722180.555137
silenzio	parco_02_031_001	26.848555	699.000000	0.178723	760408.901654
silenzio	parco_02_031_002	15.144963	705.000000	0.053901	727977.918287
silenzio	parco_02_032_000	41.799803	690.000000	0.139007	789597.550295
silenzio	parco_02_032_001	41.427764	683.000000	0.181560	828604.124717
silenzio	parco_02_032_002	30.471051	701.000000	0.102128	780017.015805
silenzio	parco_02_033_000	9.344241	705.000000	0.008511	739056.104344
silenzio	parco_02_033_001	5.278439	705.000000	0.002837	709570.442391
silenzio	parco_02_033_002	8.403337	705.000000	0.008511	692709.546719
silenzio	parco_02_034_000	24.355722	697.000000	0.076596	787973.512171
silenzio	parco_02_034_001	19.264606	700.000000	0.046809	776917.935032
silenzio	parco_02_034_002	61.122107	660.000000	0.246809	785026.318743
silenzio	parco_02_035_000	51.905939	680.000000	0.146099	817554.535117
silenzio	parco_02_035_001	41.034863	693.000000	0.100709	791188.662914
silenzio	parco_02_035_002	36.503979	688.000000	0.136170	823435.887342
silenzio	parco_02_036_000	106.769042	642.000000	0.282270	841396.657441
silenzio	parco_02_036_001	26.956323	695.000000	0.085106	817004.689521
silenzio	parco_02_036_002	87.219106	638.000000	0.306383	854560.159374
silenzio	parco_02_037_000	12.521677	703.000000	0.034043	806342.979687
silenzio	parco_02_037_001	52.294687	677.000000	0.232624	841485.175169
silenzio	parco_02_037_002	32.456369	693.000000	0.093617	807188.234902
silenzio	parco_02_038_000	65.685749	640.000000	0.334752	852664.917363
silenzio	parco_02_038_001	30.085563	698.000000	0.104965	787685.418609
silenzio	parco_02_038_002	25.182424	693.000000	0.087943	795850.486414
silenzio	parco_02_039_000	46.837121	680.000000	0.212766	847040.145761
silenzio	parco_02_039_001	17.279530	705.000000	0.045390	812009.955520
silenzio	parco_02_039_002	16.929849	704.000000	0.036879	822074.680953
silenzio	parco_02_040_000	11.165054	705.000000	0.011348	760474.220165
silenzio	parco_02_040_001	62.409746	674.000000	0.289362	809579.286448
silenzio	parco_02_040_002	87.590549	663.000000	0.253901	868090.672491
silenzio	parco_02_041_000	22.884593	700.000000	0.076596	774645.743218
silenzio	parco_02_041_001	44.164034	683.000000	0.212766	816059.246403
silenzio	parco_02_041_002	86.920404	642.000000	0.363121	922884.861759
silenzio	parco_02_042_000	28.837722	696.000000	0.127660	777230.187118
silenzio	parco_02_042_001	14.173019	705.000000	0.031206	780728.567960
silenzio	parco_02_042_002	14.011881	702.000000	0.053901	743813.612029
silenzio	parco_02_043_000	152.828492	527.000000	0.558865	1165257.737547
silenzio	parco_02_043_001	69.211145	663.000000	0.278014	892139.422739
silenzio	parco_02_043_002	29.377538	698.000000	0.119149	813393.677849
silenzio	parco_02_044_000	13.497071	705.000000	0.019858	751181.456970
silenzio	parco_02_044_001	8.006270	702.000000	0.082270	737000.692337
silenzio	parco_02_044_002	23.934376	688.000000	0.121986	795243.400774
silenzio	parco_02_045_000	24.673176	700.000000	0.107801	746996.748990
silenzio	parco_02_045_001	35.160666	663.000000	0.245390	909502.015823
silenzio	parco_02_045_002	29.170496	671.000000	0.175887	804396.649900
silenzio	parco_02_046_000	24.507333	698.000000	0.102128	766502.473226
silenzio	parco_02_046_001	78.083568	622.000000	0.320567	916517.327917
silenzio	parco_02_046_002	21.752689	694.000000	0.124823	800193.050394
silenzio	parco_02_047_000	106.509820	610.000000	0.468085	944929.250571
silenzio	parco_02_047_001	14.139945	703.000000	0.042553	802000.911322
silenzio	parco_02_047_002	11.699411	705.000000	0.017021	725992.799189
silenzio	parco_02_048_000	42.054720	678.000000	0.218440	759182.655618
silenzio	parco_02_048_001	11.556901	703.000000	0.017021	715773.876690
silenzio	parco_02_048_002	49.219341	676.000000	0.173050	774687.051061
silenzio	parco_02_049_000	5.471336	705.000000	0.000000	720561.223216
silenzio	parco_02_049_001	23.333528	702.000000	0.087943	743284.796416
silenzio	parco_02_049_002	6.164749	705.000000	0.011348	724982.158196
silenzio	parco_02_050_000	70.575076	663.000000	0.278014	833649.588663
silenzio	parco_02_050_001	92.926370	631.000000	0.286525	825970.018558
silenzio	parco_02_050_002	33.342660	694.000000	0.112057	769584.904052
silenzio	parco_02_051_000	23.689221	704.000000	0.059574	811981.430850
silenzio	parco_02_051_001	41.718614	690.000000	0.102128	770599.260302
silenzio	parco_02_051_002	14.871328	705.000000	0.028369	704311.925294
silenzio	parco_02_052_000	20.973204	702.000000	0.079433	844366.951843
silenzio	parco_02_052_001	31.342375	693.000000	0.099291	781518.902985
silenzio	parco_02_052_002	20.321574	705.000000	0.065248	706997.180460
silenzio	parco_02_053_000	144.136339	549.000000	0.370213	1002184.752575
silenzio	parco_02_053_001	14.948481	705.000000	0.022695	744170.593956
silenzio	parco_02_053_002	31.148688	674.000000	0.181560	769122.234908
silenzio	parco_02_054_000	62.656756	668.000000	0.295035	843248.087953
silenzio	parco_02_054_001	106.838220	637.000000	0.365957	910075.107861
silenzio	parco_02_054_002	109.139641	640.000000	0.385816	839647.453759
silenzio	parco_02_055_000	85.815802	586.000000	0.313475	925519.736395
silenzio	parco_02_055_001	19.552806	705.000000	0.031206	759769.458252
silenzio	parco_02_055_002	10.513727	705.000000	0.002837	721114.641792
silenzio	parco_02_056_000	20.907110	699.000000	0.096454	770030.023890
silenzio	parco_02_056_001	6.623381	705.000000	0.000000	721483.977471
silenzio	parco_02_056_002	9.761828	705.000000	0.008511	706164.403283
silenzio	parco_02_057_000	14.757041	705.000000	0.014184	748935.412152
silenzio	parco_02_057_001	32.219465	692.000000	0.130496	773118.242650
silenzio	parco_02_057_002	22.805979	699.000000	0.076596	746735.898929
silenzio	parco_02_058_000	33.883676	700.000000	0.087943	776744.907021
silenzio	parco_02_058_001	63.682424	642.000000	0.314894	799746.057728
silenzio	parco_02_058_002	82.334352	658.000000	0.265248	925957.558147
silenzio	parco_02_059_000	51.639497	682.000000	0.178723	783645.382178
silenzio	parco_02_059_001	96.125757	628.000000	0.365957	839720.928596
silenzio	parco_02_059_002	28.348863	699.000000	0.078014	805476.303364
silenzio	parco_02_060_000	18.763036	704.000000	0.062411	734886.901692
silenzio	parco_02_060_001	43.609303	687.000000	0.178723	844962.233806
silenzio	parco_02_060_002	15.930092	703.000000	0.036879	752328.618392
silenzio	parco_02_061_000	15.507460	702.000000	0.055319	735580.200501
silenzio	parco_02_061_001	80.235680	610.000000	0.360284	912789.518564
