tipo	name	sc	lefr	zcr	
parco	parco_26_2	58.5398915478	2377	0.0843373493976	
parco	parco_26_3	77.6872724401	2529	0.119064493267	
parco	parco_26_4	120.167524002	2690	0.145995747697	
parco	parco_27_0	306.61463888	2763	0.19383416017	
parco	parco_27_1	197.912650626	2286	0.200921332388	
parco	parco_27_2	142.508244292	2540	0.177533664068	
parco	parco_27_3	125.105607578	2552	0.166194188519	
parco	parco_27_4	101.196106063	2662	0.109496810773	
parco	parco_28_0	551.930441072	2412	0.356130403969	
parco	parco_28_1	44.8151554759	2689	0.0655563430191	
parco	parco_28_2	144.494201038	2585	0.181785967399	
parco	parco_28_3	30.288089779	2818	0.0226789510985	
parco	parco_28_4	46.2612956542	2796	0.0637845499646	
parco	parco_29_0	38.6132803641	1867	0.0924875974486	
parco	parco_29_1	141.257216831	2431	0.149539333806	
parco	parco_29_2	120.035241949	2487	0.148476257973	
parco	parco_29_3	166.49533096	2494	0.173990077959	
parco	parco_29_4	43.478974239	2780	0.0513819985826	
parco	parco_30_0	285.629530443	2545	0.134656272147	
parco	parco_30_1	117.951001242	2633	0.161233167966	
parco	parco_30_2	145.423210094	2579	0.171155209072	
parco	parco_30_3	105.008346203	2525	0.137491141035	
parco	parco_30_4	297.686977791	2493	0.299078667612	
parco	parco_31_0	323.964026316	2475	0.139971651311	
parco	parco_31_1	503.478532827	2484	0.405386250886	
parco	parco_31_2	108.015030959	2692	0.147058823529	
parco	parco_31_3	170.867091651	2635	0.158043940468	
parco	parco_31_4	268.898061627	2564	0.196314670446	
parco	parco_32_0	107.918338407	1925	0.094968107725	
parco	parco_32_1	282.885447677	2592	0.222537207654	
parco	parco_32_2	270.989931143	2491	0.237065910702	
parco	parco_32_3	113.955083908	2685	0.136782423813	
parco	parco_32_4	106.862494434	2699	0.141743444366	
parco	parco_33_0	299.98356544	2566	0.118710134656	
parco	parco_33_1	229.894806852	2453	0.224309000709	
parco	parco_33_2	89.2424745154	2754	0.122962437987	
parco	parco_33_3	152.605180703	2611	0.181431608788	
parco	parco_33_4	188.099138337	2534	0.198086463501	
parco	parco_34_0	368.141116868	2474	0.0935506732814	
parco	parco_34_1	202.57694642	2540	0.210489014883	
parco	parco_34_2	217.933384202	2603	0.182849043232	
parco	parco_34_3	149.72918679	2548	0.183912119064	
parco	parco_34_4	312.57298264	2548	0.242735648476	
parco	parco_35_0	383.22565985	2450	0.133593196315	
parco	parco_35_1	81.0383150265	2747	0.105598866052	
parco	parco_35_2	158.989984862	2764	0.118001417434	
parco	parco_35_3	133.035746142	2715	0.166194188519	
parco	parco_35_4	83.6158746608	2734	0.0956768249468	
parco	parco_36_0	325.747105933	2757	0.360028348689	
parco	parco_36_1	181.471798936	2590	0.201984408221	
parco	parco_36_2	798.522072207	2416	0.374557051736	
parco	parco_36_3	279.3758202	2410	0.280297661233	
parco	parco_36_4	585.696037036	2691	0.249822820695	
parco	parco_37_0	279.264831156	2571	0.114457831325	
parco	parco_37_1	111.45445272	2667	0.134656272147	
parco	parco_37_2	547.622988223	2754	0.207654145996	
parco	parco_37_3	210.11477625	2561	0.18214032601	
parco	parco_37_4	82.2230099278	2783	0.0857547838412	
parco	parco_38_0	280.205853281	2573	0.0924875974486	
parco	parco_38_1	91.0692319397	2752	0.0850460666194	
parco	parco_38_2	326.163092593	2619	0.219702338767	
parco	parco_38_3	290.650952686	2460	0.248759744862	
parco	parco_38_4	294.456507231	2473	0.253366406804	
parco	parco_39_0	273.370817692	2502	0.119064493267	
parco	parco_39_1	329.519448798	2180	0.28313253012	
parco	parco_39_2	199.821878225	2583	0.206591070163	
parco	parco_39_3	191.526233147	2449	0.191708008505	
parco	parco_39_4	352.79836953	2493	0.319631467045	
parco	parco_40_0	51.469767079	1867	0.10843373494	
parco	parco_40_1	189.523840099	2413	0.184975194897	
parco	parco_40_2	134.228700186	2605	0.178596739901	
parco	parco_40_3	207.263893386	2412	0.183557760454	
parco	parco_40_4	139.918789242	2614	0.179305457123	
parco	parco_41_0	320.294783158	2775	0.0276399716513	
parco	parco_41_1	14.1550667188	2822	0.00141743444366	
parco	parco_41_2	24.5045202272	2819	0.020552799433	
parco	parco_41_3	9.96545818394	2822	0.00283486888731	
parco	parco_41_4	24.1018101028	2821	0.0148830616584	
parco	parco_42_0	297.552403955	2735	0.15485471297	
parco	parco_42_1	104.146351916	2730	0.1006378455	
parco	parco_42_2	82.4640202504	2808	0.0900070871722	
parco	parco_42_3	6.54287017977	2822	0.0	
parco	parco_42_4	152.556106311	2754	0.148830616584	
parco	parco_43_0	6.47118767399	1799	0.00318922749823	
parco	parco_43_1	23.0144192041	2816	0.0191353649894	
parco	parco_43_2	6.73889493045	2822	0.0	
parco	parco_43_3	6.54964853396	2822	0.0	
parco	parco_43_4	454.311586143	2573	0.264351523742	
parco	parco_44_0	279.27378195	2405	0.078313253012	
parco	parco_44_1	6.51426522971	2822	0.0	
parco	parco_44_2	8.26736078044	2822	0.0	
parco	parco_44_3	81.0847252863	2791	0.0772501771793	
parco	parco_44_4	19.9832407022	2822	0.000708717221828	
parco	parco_45_0	6.19577434615	1798	0.00177179305457	
parco	parco_45_1	6.04259108259	2822	0.0	
parco	parco_45_2	6.48351416238	2822	0.0	
parco	parco_45_3	18.848412348	2822	0.0099220411056	
parco	parco_45_4	22.0017243473	2822	0.00921332388377	
parco	parco_46_0	7.77809628972	1797	0.00815024805103	
parco	parco_46_1	10.0463181935	2822	0.000708717221828	
parco	parco_46_2	23.2438638684	2822	0.00637845499646	
parco	parco_46_3	16.1215585307	2822	0.00212615166549	
parco	parco_46_4	15.8087990813	2822	0.00566973777463	
parco	parco_47_0	292.735814562	2744	0.130758327427	
parco	parco_47_1	162.094808706	2625	0.192771084337	
parco	parco_47_2	142.308850735	2708	0.102763997165	
parco	parco_47_3	112.886999799	2653	0.138554216867	
parco	parco_47_4	97.8864558062	2722	0.102763997165	
parco	parco_48_0	97.3019559089	1579	0.0864635010631	
parco	parco_48_1	234.948339083	2185	0.173635719348	
parco	parco_48_2	83.1948715518	2717	0.109142452162	
parco	parco_48_3	101.85557714	2721	0.124734231042	
parco	parco_48_4	200.264344892	2512	0.204464918498	
parco	parco_49_0	295.621536296	2769	0.187455705174	
parco	parco_49_1	105.559634501	2734	0.145641389086	
parco	parco_49_2	202.976453183	2444	0.209780297661	
parco	parco_49_3	70.0282853352	2728	0.102055279943	
parco	parco_49_4	282.755089683	2674	0.173635719348	
parco	parco_50_0	69.4973279557	2777	0.0914245216159	
parco	parco_50_1	219.799610254	2399	0.199503897945	
parco	parco_50_2	137.994551778	2722	0.161233167966	
parco	parco_50_3	90.6006494753	2666	0.13182140326	
parco	parco_50_4	58.1717983215	2767	0.0829199149539	
ristorante	ristorante_01_0	110.989234452	2011	0.0878809355067	
ristorante	ristorante_01_1	103.798372134	1911	0.0956768249468	
ristorante	ristorante_01_2	107.279811342	1958	0.0871722182849	
ristorante	ristorante_01_3	123.424056049	1992	0.146350106308	
ristorante	ristorante_01_4	84.708645417	1994	0.0722891566265	
ristorante	ristorante_02_0	61.7480904444	1934	0.0535081502481	
ristorante	ristorante_02_1	85.1367945961	2097	0.0694542877392	
ristorante	ristorante_02_2	103.07672119	1895	0.0740609496811	
ristorante	ristorante_02_3	68.8902253135	1987	0.066265060241	
ristorante	ristorante_02_4	103.914083626	2003	0.0807937632884	
ristorante	ristorante_03_0	132.459372853	1967	0.126151665485	
ristorante	ristorante_03_1	109.578833656	1947	0.105598866052	
ristorante	ristorante_03_2	92.0158528814	1928	0.0839829907867	
ristorante	ristorante_03_3	107.310991747	2018	0.123316796598	
ristorante	ristorante_03_4	99.280582122	1998	0.0946137491141	
ristorante	ristorante_04_0	102.798507595	2045	0.091070163005	
ristorante	ristorante_04_1	130.619938761	2094	0.0903614457831	
ristorante	ristorante_04_2	90.5684733444	1995	0.0797306874557	
ristorante	ristorante_04_3	140.097028232	1777	0.0963855421687	
ristorante	ristorante_04_4	81.5151439675	2222	0.0595322466336	
ristorante	ristorante_05_0	117.528360678	2017	0.103827072998	
ristorante	ristorante_05_1	92.296405503	1944	0.0733522324592	
ristorante	ristorante_05_2	121.89952721	1885	0.0935506732814	
ristorante	ristorante_05_3	125.441941653	1960	0.115875265769	
ristorante	ristorante_05_4	160.714048683	1964	0.114812189936	
ristorante	ristorante_06_0	91.2552776455	2000	0.0747696669029	
ristorante	ristorante_06_1	89.9354603971	1936	0.0761871013466	
ristorante	ristorante_06_2	108.027342774	1998	0.0999291282778	
ristorante	ristorante_06_3	94.2223636681	1984	0.0885896527286	
ristorante	ristorante_06_4	101.044733974	1988	0.0829199149539	
ristorante	ristorante_07_0	101.38227673	2001	0.116583982991	
ristorante	ristorante_07_1	70.889550574	1974	0.0605953224663	
ristorante	ristorante_07_2	102.94712875	1999	0.0779588944011	
ristorante	ristorante_07_3	147.163875904	1994	0.114812189936	
ristorante	ristorante_07_4	142.895070831	2015	0.144932671864	
ristorante	ristorante_08_0	124.205109883	2203	0.152728561304	
ristorante	ristorante_08_1	113.21586859	2120	0.13182140326	
ristorante	ristorante_08_2	105.760693633	1972	0.0843373493976	
ristorante	ristorante_08_3	88.7213887065	2000	0.0892983699504	
ristorante	ristorante_08_4	87.6975699855	1877	0.0687455705174	
ristorante	ristorante_09_0	106.402486631	2084	0.104181431609	
ristorante	ristorante_09_1	81.8808732592	1941	0.0705173635719	
ristorante	ristorante_09_2	113.257035061	1996	0.107370659107	
ristorante	ristorante_09_3	86.6958458621	2005	0.078313253012	
ristorante	ristorante_09_4	250.052990308	1955	0.164422395464	
ristorante	ristorante_10_0	96.4543927083	1901	0.0839829907867	
ristorante	ristorante_10_1	110.817414437	1986	0.090715804394	
ristorante	ristorante_10_2	85.5198826141	2005	0.066265060241	
ristorante	ristorante_10_3	153.671944944	2009	0.126151665485	
ristorante	ristorante_10_4	228.971119166	1864	0.165485471297	
ristorante	ristorante_11_0	94.2087916603	2044	0.132884479093	
ristorante	ristorante_11_1	163.374956003	1940	0.181785967399	
ristorante	ristorante_11_2	87.2831512734	2041	0.11622962438	
ristorante	ristorante_11_3	155.609134747	2002	0.177533664068	
ristorante	ristorante_11_4	636.802292678	2040	0.444720056697	
ristorante	ristorante_12_0	86.7116890752	2015	0.121190644933	
ristorante	ristorante_12_1	714.026933217	2106	0.379163713678	
ristorante	ristorante_12_2	172.296803913	1996	0.137136782424	
ristorante	ristorante_12_3	80.3785588739	2009	0.0928419560595	
ristorante	ristorante_12_4	139.388761169	2002	0.142452161588	
ristorante	ristorante_13_0	85.8876333402	1914	0.086817859674	
ristorante	ristorante_13_1	142.943654736	1993	0.160170092133	
ristorante	ristorante_13_2	117.211596544	1985	0.105244507442	
ristorante	ristorante_13_3	118.256468274	1964	0.113394755493	
ristorante	ristorante_13_4	98.5173453984	1930	0.0970942593905	
ristorante	ristorante_14_0	114.162022513	1949	0.109496810773	
ristorante	ristorante_14_1	140.938641712	1950	0.134301913536	
ristorante	ristorante_14_2	93.3234490769	1980	0.106307583274	
ristorante	ristorante_14_3	647.693895654	2099	0.299433026223	
ristorante	ristorante_14_4	93.937090222	2027	0.107725017718	
ristorante	ristorante_15_0	153.07511244	1925	0.139262934089	
ristorante	ristorante_15_1	82.267307272	2020	0.0914245216159	
ristorante	ristorante_15_2	113.821040358	2015	0.0892983699504	
ristorante	ristorante_15_3	91.8909533244	2234	0.125442948264	
ristorante	ristorante_15_4	244.23036523	1953	0.152728561304	
ristorante	ristorante_16_0	102.205658621	1976	0.0917788802268	
ristorante	ristorante_16_1	113.370157552	1992	0.148121899362	
ristorante	ristorante_16_2	146.029498256	1917	0.142806520198	
ristorante	ristorante_16_3	248.199600591	1943	0.231396172927	
ristorante	ristorante_16_4	96.1463607771	2012	0.101346562721	
ristorante	ristorante_17_0	83.1188834014	1911	0.0740609496811	
ristorante	ristorante_17_1	113.857617508	1972	0.107016300496	
ristorante	ristorante_17_2	97.5900701471	2032	0.0804394046775	
ristorante	ristorante_17_3	95.0363603201	1970	0.0917788802268	
ristorante	ristorante_17_4	150.500109406	1929	0.145641389086	
ristorante	ristorante_18_0	148.070750839	2045	0.168320340184	
ristorante	ristorante_18_1	101.452957855	1918	0.0822111977321	
ristorante	ristorante_18_2	107.759393268	1947	0.123671155209	
ristorante	ristorante_18_3	186.278220146	1976	0.178951098512	
ristorante	ristorante_18_4	146.357568114	1995	0.145287030475	
ristorante	ristorante_19_0	128.931261275	1984	0.122253720765	
ristorante	ristorante_19_1	409.781263531	1992	0.295180722892	
ristorante	ristorante_19_2	93.4901881342	2043	0.114103472714	
ristorante	ristorante_19_3	178.875767807	1968	0.160878809355	
ristorante	ristorante_19_4	352.412049256	1980	0.300850460666	
ristorante	ristorante_20_0	233.154207054	2042	0.237065910702	
ristorante	ristorante_20_1	352.331529828	2072	0.229270021262	
ristorante	ristorante_20_2	228.51339787	1994	0.219702338767	
ristorante	ristorante_20_3	242.132643292	1989	0.225017717931	
ristorante	ristorante_20_4	172.378277469	1951	0.154500354359	
